hhid;vilid;distid;stateid;gender;male_adult;female_adult;male_child;female_child;age;educ;esw_hear;esw_use;esw_plan;zt_hear;zt_use;zt_plan;plot_area_num;wheat_number;wheat_value;cost_nonlab;cost_lab;water;fuel;lighting;income;income_agric
1408 12;1408;Nuh;Haryana;Male;3;1;0;3;46;;2;;;2;;;2;24;51600;24000;10000;Borewell in residence yard;LPG;Solar;100000;20
1408 13;1408;Nuh;Haryana;Male;4;1;0;0;45;Completed secondary education;2;;;2;;;2,5;48;110400;23000;10000;Borewell in residence yard;LPG;Solar;60000;0
1408 14;1408;Nuh;Haryana;Male;2;2;0;0;42;Some primary education;2;;;2;;;1,5;32;64000;15000;5000;Pipeline inside own house;LPG;Solar;120000;45
1408 15;1408;Nuh;Haryana;Male;6;5;1;0;60;Completed primary education;2;;;2;;;8;32;70400;10000;7000;Public well – sealed with pump/ handpump;Wood;Solar;100000;
1408 16;1408;Nuh;Haryana;Male;3;3;2;1;45;Completed secondary education;2;;;2;;;1;20;44000;6000;5000;River, lake, spring, pond;Wood;Solar;50000;0
1408 17;1408;Nuh;Haryana;Male;5;3;0;0;63;No formal education;2;;;2;;;1,5;27;540000;8000;3000;Own well - sealed with pump/ handpump;LPG;Solar;100000;0
1408 18;1408;Nuh;Haryana;Female;1;3;1;0;40;No formal education;2;;;2;;;1,799999952;8;16000;5000;3000;Borewell in residence yard;Wood;Solar;50000;0
1408 19;1408;Nuh;Haryana;Male;5;3;2;2;32;Some secondary education;2;;;2;;;2;32;70400;9000;5000;Tanker-supplied water;Wood;Solar;100000;0
1408 20;1408;Nuh;Haryana;Male;3;3;2;2;56;No formal education;1;1;No;2;;;1,299999952;30;640000;15000;6000;Own well - sealed with pump/ handpump;LPG;Solar;50000;0
1408 21;1408;Nuh;Haryana;Male;3;3;4;0;70;Completed primary education;2;;;2;;;1;32;70000;15000;5000;Public well – sealed with pump/ handpump;Wood;Solar;90000;0
1408 22;1408;Nuh;Haryana;Male;4;5;3;2;51;No formal education;2;;;2;;;1;22;45000;10000;5000;Borewell in residence yard;LPG;Solar;150000;50
1408 23;1408;Nuh;Haryana;Male;4;3;2;2;50;Some secondary education;2;;;2;;;2;33;72600;20000;9000;Public well – sealed with pump/ handpump;Wood;Solar;120000;
1408 24;1408;Nuh;Haryana;Male;5;5;4;3;56;Some secondary education;2;;;2;;;3;60;12000;15000;18000;River, lake, spring, pond;LPG;Solar;200000;30
1408 25;1408;Nuh;Haryana;Male;5;4;2;2;35;Completed secondary education;2;;;2;;;2,5;25;55000;7000;5000;Pipeline inside own house;Wood;Solar;80000;0
1408 26;1408;Nuh;Haryana;Male;3;4;3;3;30;Completed university degree;2;;;2;;;6;25;55000;15000;9000;Public well – sealed with pump/ handpump;Wood;Solar;120000;
1408 27;1408;Nuh;Haryana;Male;3;1;2;0;45;;2;;;2;;;1;15,2499285;39000;10000;5000;Borewell in residence yard;LPG;Solar;100000;30
1408 28;1408;Nuh;Haryana;Male;4;3;0;0;60;;2;;;2;;;2;60,99971399;68800;20000;10000;Borewell in residence yard;LPG;Solar;300000;30
1409 1;1409;Nuh;Haryana;Female;1;1;3;2;30;No formal education;2;;;2;;;0,5;10;20000;8000;5000;Other;Wood;Solar;40000;20
1409 3;1409;Nuh;Haryana;Male;1;3;1;2;47;Completed primary education;2;;;2;;;1;25;56250;5000;6000;Borewell in residence yard;Wood;Solar;80000;
1409 4;1409;Nuh;Haryana;Male;3;3;7;3;30;Some secondary education;2;;;2;;;1,5;22;44000;20000;;Pipeline outside own house;Wood;Solar;;
1409 5;1409;Nuh;Haryana;Female;1;1;2;2;35;No formal education;2;;;2;;;0,5;8;16000;6000;0;Other;Wood;Solar;;
1409 6;1409;Nuh;Haryana;Male;8;5;6;7;60;Completed primary education;2;;;2;;;2,5;40;85000;13000;14000;Public well – sealed with pump/ handpump;Wood;Solar;200000;
1409 7;1409;Nuh;Haryana;Male;3;2;0;1;38;Completed primary education;2;;;2;;;0,5;12;25000;6000;0;Borewell in residence yard;Wood;Solar;;
1409 8;1409;Nuh;Haryana;Male;4;4;6;1;50;;2;;;2;;;1,5;22;46000;11000;12000;Borewell in residence yard;Wood;Solar;300000;80
1409 9;1409;Nuh;Haryana;Male;1;1;0;0;70;No formal education;2;;;2;;;1;15;30000;5000;7000;Own well - sealed with pump/ handpump;Wood;Solar;50000;
1409 11;1409;Nuh;Haryana;Female;3;4;3;5;65;No formal education;2;;;2;;;1;20;40000;12000;8000;Pipeline outside own house;Wood;Solar;;
1409 12;1409;Nuh;Haryana;Male;3;2;2;1;28;Completed secondary education;2;;;2;;;1,25;22;36000;10000;6000;Own well - sealed with pump/ handpump;Wood;Solar;;
1409 13;1409;Nuh;Haryana;Male;3;2;1;2;63;Completed primary education;2;;;2;;;1;20;44000;5000;7000;Public well – sealed with pump/ handpump;Wood;Solar;70000;
1409 14;1409;Nuh;Haryana;Male;2;3;0;1;57;Some primary education;2;;;2;;;1;20;44000;5000;6000;Borewell in residence yard;Wood;Solar;;
1409 15;1409;Nuh;Haryana;Male;2;2;1;2;45;Completed primary education;2;;;2;;;0,5;10;22000;7000;4000;Borewell in residence yard;Wood;Solar;250000;70
1409 16;1409;Nuh;Haryana;Male;3;4;0;1;65;No formal education;2;;;2;;;0,5;12;24000;8000;6000;Pipeline outside own house;Wood;Solar;;
1409 17;1409;Nuh;Haryana;Male;2;1;0;0;50;Completed secondary education;2;;;2;;;1;20;40000;9000;8000;Borewell in residence yard;LPG;Solar;70000;
1409 18;1409;Nuh;Haryana;Male;4;4;3;2;40;Some secondary education;2;;;2;;;1;20;42000;8000;14000;Borewell in residence yard;Wood;Solar;350000;85
1409 19;1409;Nuh;Haryana;Male;3;3;1;0;60;No formal education;2;;;2;;;1;20;40000;8000;6000;Public well – open;Wood;Solar;;
1409 20;1409;Nuh;Haryana;Female;1;1;2;2;35;No formal education;2;;;2;;;1;20;44000;5000;8000;Public well – sealed with pump/ handpump;Wood;Solar;50000;
1409 21;1409;Nuh;Haryana;Male;3;3;2;1;50;Some primary education;2;;;2;;;2,5;50;105000;30000;12000;Pipeline outside own house;Wood;Solar;;
1409 22;1409;Nuh;Haryana;Female;3;3;0;2;42;;2;;;2;;;1;20;48000;12000;8000;Borewell in residence yard;Wood;Solar;180000;50
1409 23;1409;Nuh;Haryana;Male;2;3;4;2;45;No formal education;2;;;2;;;1;17;28000;8000;8000;Own well - sealed with pump/ handpump;Wood;Solar;;
1409 24;1409;Nuh;Haryana;Male;2;2;2;2;35;Completed university degree;2;;;2;;;2;40;90000;7000;10000;Borewell in residence yard;Wood;Solar;250000;
1409 25;1409;Nuh;Haryana;Male;3;3;2;3;55;;2;;;2;;;1,5;20;45000;15000;7000;Borewell in residence yard;Wood;Solar;50000;
1409 26;1409;Nuh;Haryana;Male;2;1;3;2;35;Completed primary education;2;;;2;;;2;50;100000;15000;5000;Borewell in residence yard;Wood;Solar;;
1409 27;1409;Nuh;Haryana;Male;3;2;0;0;45;Completed primary education;2;;;2;;;2;40;80000;15000;6000;Public well – open;Wood;Solar;;
1410 1;1410;Nuh;Haryana;Male;7;5;4;2;55;No formal education;2;;;2;;;2,5;30;60000;25000;5000;Pipeline inside own house;Electricity;Solar;300000;75
1410 3;1410;Nuh;Haryana;Male;12;12;5;8;74;No formal education;2;;;2;;;5;100;300000;35000;0;Tanker-supplied water;Wood;Solar;500000;25
1410 4;1410;Nuh;Haryana;Male;4;3;3;0;38;Some primary education;2;;;2;;;1;12;36000;8000;0;Pipeline inside own house;LPG;Solar;80000;50
1410 5;1410;Nuh;Haryana;Female;6;7;5;2;25;;2;;;2;;;1;18;36000;7000;8000;Pipeline inside own house;Wood;Solar;500000;80
1410 6;1410;Nuh;Haryana;Female;1;1;3;2;28;No formal education;2;;;2;;;2;20;38000;18000;12800;Company-supplied branded water;Wood;Solar;200000;80
1410 7;1410;Nuh;Haryana;Male;2;3;0;0;52;Some secondary education;2;;;2;;;1;17;37400;8000;5000;Tanker-supplied water;Wood;Solar;90000;0
1410 8;1410;Nuh;Haryana;Male;6;6;0;2;52;Completed secondary education;2;;;2;;;1;20;60000;12000;0;Tanker-supplied water;Wood;Solar;800000;85
1410 9;1410;Nuh;Haryana;Male;3;3;1;1;47;Some primary education;2;;;2;;;1,5;9,149957099;5;4000;6000;Tanker-supplied water;LPG;Solar;150000;50
1410 11;1410;Nuh;Haryana;Male;2;2;4;1;40;;2;;;2;;;5;95,31205312;55000;25000;30000;Company-supplied branded water;Wood;Solar;300000;30
1410 12;1410;Nuh;Haryana;Male;4;4;2;2;58;No formal education;2;;;2;;;1;12;30000;8500;;Tanker-supplied water;Wood;Solar;48000;10
1410 13;1410;Nuh;Haryana;Male;2;2;1;1;42;Completed primary education;2;;;2;;;2;30;60000;15000;9000;Tanker-supplied water;Wood;Solar;70000;0
1410 14;1410;Nuh;Haryana;Male;6;3;2;2;48;Completed secondary education;2;;;2;;;1;12;36000;7000;0;Tanker-supplied water;LPG;Solar;40000;0
1410 15;1410;Nuh;Haryana;Male;1;2;2;3;40;Completed university degree;2;;;2;;;1;15;33000;3000;10000;Tanker-supplied water;Wood;Solar;70000;
1410 16;1410;Nuh;Haryana;Male;4;5;0;0;60;Some secondary education;2;;;2;;;1,5;30;66000;6000;8000;Pipeline inside own house;LPG;Solar;700000;
1410 17;1410;Nuh;Haryana;Male;1;2;2;1;50;Completed university degree;2;;;2;;;3;35;87500;20000;20000;Tanker-supplied water;Wood;Solar;800000;80
1410 18;1410;Nuh;Haryana;Male;5;5;5;4;68;Completed primary education;2;;;2;;;1;12;26;7000;0;Pipeline inside own house;Electricity;Solar;10000;50
1410 19;1410;Nuh;Haryana;Male;1;1;0;0;60;Completed primary education;2;;;2;;;2;20;34000;10000;5000;Tanker-supplied water;Wood;Solar;70000;0
1410 20;1410;Nuh;Haryana;Female;1;2;3;2;45;;2;;;2;;;2,5;70,14967109;70300;12000;17000;Tanker-supplied water;Wood;Solar;120000;60
1410 21;1410;Nuh;Haryana;Male;7;4;0;2;29;No formal education;2;;;2;;;1;12;26400;15000;5000;Tanker-supplied water;LPG;Solar;50000;0
1410 22;1410;Nuh;Haryana;Male;2;1;1;1;38;Completed secondary education;2;;;2;;;1;22,87489275;66000;15000;5000;Tanker-supplied water;LPG;Solar;50000;0
1410 23;1410;Nuh;Haryana;Male;4;4;1;5;60;Completed secondary education;2;;;2;;;1;12;36000;;0;Tanker-supplied water;Wood;Solar;;
1410 24;1410;Nuh;Haryana;Male;1;1;2;1;32;Completed secondary education;1;1;Yes;2;;;1;16,77492135;44000;6000;13000;Tanker-supplied water;Wood;Solar;100000;60
1410 25;1410;Nuh;Haryana;Female;1;1;1;3;30;No formal education;2;;;2;;;2;24;60000;15000;12000;Tanker-supplied water;LPG;Solar;;
1410 26;1410;Nuh;Haryana;Male;3;3;0;1;49;No formal education;2;;;1;2;No;1;10;25000;10000;6000;Tanker-supplied water;Wood;Solar;15000;40
1410 27;1410;Nuh;Haryana;Male;1;1;1;0;35;Completed secondary education;2;;;2;;;3;36;72000;10000;8000;Tanker-supplied water;Wood;Solar;300000;
1411 1;1411;Nuh;Haryana;Male;3;3;2;3;42;Some secondary education;2;;;2;;;0,5;10;22500;3000;3000;Pipeline inside own house;Wood;Solar;200000;80
1411 2;1411;Nuh;Haryana;Male;4;3;2;3;48;Completed primary education;2;;;2;;;2;36;90000;16000;20000;Pipeline inside own house;Wood;Solar;300000;50
1411 3;1411;Nuh;Haryana;Male;4;4;3;1;58;Completed primary education;2;;;2;;;1;20;40000;5000;8000;Pipeline inside own house;Wood;Solar;100000;
1411 4;1411;Nuh;Haryana;Female;3;3;0;1;40;Completed primary education;2;;;2;;;1;20;40000;2000;5000;Pipeline inside own house;LPG;Solar;150000;40
1411 5;1411;Nuh;Haryana;Male;3;1;0;0;47;Completed primary education;2;;;2;;;0,5;10;22000;2500;5000;Pipeline outside own house;Wood;Solar;100000;80
1411 6;1411;Nuh;Haryana;Male;15;14;5;4;58;Some primary education;2;;;2;;;1;45,7497855;52800;10000;7000;Borewell in residence yard;LPG;Solar;160000;40
1411 7;1411;Nuh;Haryana;Male;3;3;3;1;36;Completed secondary education;2;;;1;2;No;5;190,6241062;225000;55000;25000;Borewell in residence yard;LPG;Solar;2800000;50
1411 8;1411;Nuh;Haryana;Male;2;2;1;0;50;Some secondary education;2;;;2;;;2;36;79200;34000;12000;Own well - sealed with pump/ handpump;LPG;Solar;80000;0
1411 9;1411;Nuh;Haryana;Male;3;3;3;2;53;Completed primary education;2;;;2;;;5;125;275000;45000;55000;Pipeline inside own house;Wood;Solar;400000;75
1411 10;1411;Nuh;Haryana;Male;3;2;3;2;50;Completed secondary education;2;;;2;;;2;32;63040;12000;15000;Pipeline inside own house;Wood;Solar;200000;30
1411 11;1411;Nuh;Haryana;Female;3;3;4;0;43;;2;;;2;;;3;60;138000;30000;40000;Pipeline inside own house;Wood;Solar;200000;
1411 12;1411;Nuh;Haryana;Male;3;3;1;2;60;Completed primary education;2;;;2;;;1;24;44000;5000;10000;Pipeline inside own house;Wood;Solar;150000;60
1411 13;1411;Nuh;Haryana;Male;5;4;4;2;55;Some secondary education;2;;;2;;;1;41,93730337;48400;15000;6000;Borewell in residence yard;LPG;Solar;80000;50
1411 15;1411;Nuh;Haryana;Male;4;3;1;2;64;Some primary education;2;;;2;;;0,5;16,77492135;18700;10000;3000;Borewell in residence yard;LPG;Solar;102000;70
1411 16;1411;Nuh;Haryana;Male;3;3;1;3;59;Some primary education;2;;;2;;;2,5;83,87460674;96800;38000;15000;Borewell in residence yard;LPG;Solar;150000;30
1411 17;1411;Nuh;Haryana;Female;2;3;3;2;70;No formal education;2;;;2;;;3;60;135000;15000;25000;Pipeline inside own house;Wood;Solar;300000;
1411 18;1411;Nuh;Haryana;Male;1;1;4;2;40;Completed primary education;2;;;2;;;1,5;30;60000;10000;15000;Pipeline outside own house;Wood;Solar;80000;
1501 3;1501;Rewari;Haryana;Male;3;4;2;0;58;Some secondary education;2;;;2;;;2;40;80000;8000;11000;Public well – sealed with pump/ handpump;LPG;Solar;900000;0
1501 4;1501;Rewari;Haryana;Male;1;1;0;0;63;Completed secondary education;2;;;2;;;1;45,7497855;57000;2500;3000;Pipeline inside own house;LPG;Solar;400000;50
1501 5;1501;Rewari;Haryana;Female;2;1;0;0;50;;2;;;2;;;0,5;8;15600;7000;3000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;30000;0
1501 7;1501;Rewari;Haryana;Male;3;3;2;2;62;Completed secondary education;2;;;2;;;12;60;150000;15000;30000;Borewell in residence yard;LPG;Solar;1000000;50
1501 8;1501;Rewari;Haryana;Male;3;2;1;0;60;Some secondary education;2;;;2;;;0,75;20;40000;15000;10000;Pipeline inside own house;Wood;Solar;100000;10
1501 9;1501;Rewari;Haryana;Male;3;1;0;0;70;Some secondary education;2;;;2;;;2;106,7494995;123200;15000;10000;Pipeline inside own house;Wood;Solar;240000;30
1501 10;1501;Rewari;Haryana;Female;2;2;0;1;38;Completed university degree;2;;;2;;;3;60;120000;11000;30000;Pipeline inside own house;LPG;Solar;300000;60
1501 11;1501;Rewari;Haryana;Male;2;3;0;0;50;Completed secondary education;2;;;2;;;1,25;42,6997998;42900;15000;5000;Pipeline inside own house;LPG;Solar;200000;80
1501 12;1501;Rewari;Haryana;Female;2;2;1;1;55;Completed secondary education;2;;;2;;;1;45,7497855;24;3500;25000;Pipeline inside own house;LPG;Solar;150000;0
1501 13;1501;Rewari;Haryana;Male;2;1;1;1;60;Some secondary education;2;;;2;;;2;76,24964249;85000;5750;31000;Pipeline inside own house;LPG;Solar;125000;8
1501 14;1501;Rewari;Haryana;Male;2;2;1;1;61;Some primary education;2;;;2;;;1;20;44000;6000;5000;Pipeline inside own house;LPG;Solar;150000;30
1501 15;1501;Rewari;Haryana;Male;2;2;2;0;55;Completed secondary education;2;;;2;;;1,75;53,37474974;56000;14000;12000;Pipeline inside own house;LPG;Solar;1110000;90
1501 17;1501;Rewari;Haryana;Male;3;3;2;1;59;Some secondary education;2;;;2;;;2,5;26,68737487;27300;15000;12000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;100000;50
1501 18;1501;Rewari;Haryana;Male;3;3;1;1;50;No formal education;2;;;2;;;1,5;53,37474974;40000;10000;7000;Pipeline inside own house;Wood;Solar;100000;0
1502 1;1502;Rewari;Haryana;Male;2;1;1;0;45;Completed secondary education;1;1;Yes;1;2;Don't know yet;1,5;28;63000;13000;10000;Pipeline inside own house;Wood;Solar;60000;0
1502 2;1502;Rewari;Haryana;Male;1;1;0;0;23;Completed university degree;2;;;2;;;1,5;20;40000;3500;2000;;;;;
1502 3;1502;Rewari;Haryana;Male;3;3;0;1;47;Some secondary education;2;;;1;2;No;3,5;60;120000;5000;3500;Pipeline inside own house;Wood;Solar;170000;0
1502 4;1502;Rewari;Haryana;Male;2;2;0;0;51;Completed secondary education;2;;;2;;;1;38,12482125;41000;4000;6500;Pipeline outside own house;Wood;Solar;50000;0
1502 5;1502;Rewari;Haryana;Male;2;2;1;0;64;Completed secondary education;2;;;2;;;1,5;38,12482125;45000;2500;9000;Pipeline inside own house;Wood;Solar;100000;0
1502 6;1502;Rewari;Haryana;Male;2;2;1;1;57;No formal education;2;;;1;1;Yes;1,5;57,18723187;56000;8000;10000;Pipeline inside own house;Wood;Solar;400000;75
1502 7;1502;Rewari;Haryana;Male;4;3;1;1;51;Some primary education;2;;;2;;;3;60;123000;6000;20000;Borewell in residence yard;LPG;Solar;200000;100
1502 8;1502;Rewari;Haryana;Male;3;2;0;1;77;Some secondary education;2;;;1;2;Don't know yet;3;60;150000;7000;4000;Borewell in residence yard;Wood;Solar;170000;25
1502 9;1502;Rewari;Haryana;Male;1;1;1;0;35;Some university education;2;;;2;;;2;40;80000;1500;1600;Pipeline inside own house;LPG;Solar;100000;0
1502 10;1502;Rewari;Haryana;Male;3;3;1;3;70;Some secondary education;2;;;1;1;Yes;5;95,31205312;105000;10000;15000;Pipeline inside own house;Wood;Solar;300000;20
1502 11;1502;Rewari;Haryana;Male;3;4;1;3;30;Completed secondary education;2;;;1;1;Yes;1;45,7497855;50400;5000;10000;Pipeline inside own house;Wood;Solar;100000;48
1502 12;1502;Rewari;Haryana;Male;2;1;0;0;53;Completed university degree;2;;;2;;;1;45,7497855;41000;1400;8000;Pipeline inside own house;LPG;Solar;175000;75
1502 13;1502;Rewari;Haryana;Male;5;6;3;2;35;Completed university degree;2;;;1;2;No;4;20;40000;7000;3000;Pipeline inside own house;Wood;Solar;100000;0
1502 14;1502;Rewari;Haryana;Male;3;2;0;0;55;Completed primary education;2;;;1;2;;1;38,12482125;41000;2500;6000;Pipeline inside own house;LPG;Solar;200000;30
1502 15;1502;Rewari;Haryana;Female;1;2;1;1;60;No formal education;2;;;1;1;Yes;1;22,87489275;50000;3000;8000;Pipeline inside own house;LPG;Solar;100000;30
1502 16;1502;Rewari;Haryana;Male;3;3;1;1;52;Some secondary education;2;;;2;;;3;60;123000;11000;9000;Pipeline inside own house;Wood;Solar;180000;25
1503 2;1503;Rewari;Haryana;Male;3;5;2;2;52;Some university education;2;;;1;2;No;2;34;70000;2900;11000;Pipeline inside own house;Wood;Solar;100000;70
1503 4;1503;Rewari;Haryana;Male;1;2;0;0;53;Completed university degree;2;;;2;;;1;38,12482125;40000;3000;15000;Pipeline inside own house;LPG;Solar;250000;10
1503 8;1503;Rewari;Haryana;Male;1;2;3;1;40;Some secondary education;2;;;1;2;Yes;1;15;35;8000;0;Public well – sealed with pump/ handpump;LPG;Solar;70000;0,222222222
1503 9;1503;Rewari;Haryana;Male;3;5;1;1;65;Completed secondary education;1;2;Yes;1;2;No;1;15;33000;6000;6000;Public well – sealed with pump/ handpump;LPG;Solar;;25
1503 10;1503;Rewari;Haryana;Male;3;3;3;1;28;Completed university degree;1;2;;1;2;;1,5;24;50000;3200;16000;Pipeline inside own house;LPG;Solar;;0
1503 11;1503;Rewari;Haryana;Male;3;2;0;1;48;Some primary education;2;;;2;;;3;70,91216752;83600;35000;24000;Pipeline outside own house;Wood;Solar;85000;50
1503 12;1503;Rewari;Haryana;Male;1;2;1;1;27;Completed university degree;2;;;2;;;1;49,56226762;52000;5000;0;Pipeline outside own house;LPG;Solar;;0
1503 14;1503;Rewari;Haryana;Male;2;3;0;1;51;Completed secondary education;2;;;1;2;No;2;48;96000;45000;31000;Own well - sealed with pump/ handpump;LPG;Solar;180000;100
1504 1;1504;Rewari;Haryana;Male;3;1;0;0;48;Completed secondary education;2;;;2;;;3;65;160;20000;25000;Pipeline inside own house;Wood;Solar;400000;25
1504 2;1504;Rewari;Haryana;Female;2;2;1;0;56;Completed primary education;2;;;2;;;1,5;41,93730337;41000;5000;6000;Pipeline outside own house;Wood;Solar;150000;75
1504 3;1504;Rewari;Haryana;Male;2;2;0;1;29;Completed university degree;1;2;Don't know yet;1;2;Don't know yet;3;60;140000;10000;30000;Pipeline inside own house;Wood;Solar;300000;50
1504 4;1504;Rewari;Haryana;Male;6;3;2;3;57;Some primary education;2;;;1;2;Yes;4,5;40;80000;8000;8000;Pipeline inside own house;LPG;Coal or charcoal;120000;75
1504 5;1504;Rewari;Haryana;Male;3;4;0;0;29;Completed university degree;2;;;1;2;No;2,5;25;55000;4000;2500;Pipeline inside own house;Wood;Solar;100000;0
1504 6;1504;Rewari;Haryana;Male;3;2;1;1;28;Completed secondary education;2;;;2;;;8;40;88000;20000;5000;Pipeline inside own house;Wood;Solar;100000;0
1504 7;1504;Rewari;Haryana;Male;2;1;0;0;50;No formal education;2;;;2;;;5;92;202500;4000;6000;Pipeline inside own house;LPG;Solar;400000;0
1504 8;1504;Rewari;Haryana;Male;3;3;1;0;61;Completed university degree;2;;;1;1;Yes;1;25;52000;10000;5000;Pipeline inside own house;LPG;Solar;300000;50
1504 9;1504;Rewari;Haryana;Male;2;3;2;0;70;Completed primary education;2;;;1;2;Yes;1;14;30000;8000;6000;Pipeline inside own house;Wood;Solar;180000;10
1504 10;1504;Rewari;Haryana;Male;3;3;0;0;50;Completed primary education;2;;;1;2;No;3;70;140000;24000;15000;Pipeline inside own house;Wood;Solar;250000;70
1504 11;1504;Rewari;Haryana;Male;3;3;3;1;60;Completed primary education;2;;;2;;;16;30;66000;7000;5000;Pipeline inside own house;Wood;Solar;120000;0
1504 12;1504;Rewari;Haryana;Male;1;1;0;0;68;Completed university degree;2;;;1;2;Don't know yet;1;24;50000;3000;10000;Pipeline inside own house;Wood;Solar;100000;45
1504 13;1504;Rewari;Haryana;Male;2;2;1;0;56;Completed primary education;1;2;Don't know yet;1;2;Don't know yet;1,5;15;33000;3800;6000;Pipeline inside own house;Wood;Solar;300000;50
1504 14;1504;Rewari;Haryana;Male;2;2;1;1;61;Some primary education;2;;;2;;;4;14;30800;10000;5000;Pipeline inside own house;Wood;Solar;90000;0
1504 15;1504;Rewari;Haryana;Male;3;4;3;1;60;Completed secondary education;2;;;2;;;2;45,7497855;50500;10000;6000;Borewell in residence yard;LPG;Solar;150000;0
1504 16;1504;Rewari;Haryana;Male;3;2;0;0;50;Completed secondary education;2;;;2;;;2;45,7497855;52000;3000;6500;Pipeline inside own house;LPG;Solar;300000;50
1505 1;1505;Rewari;Haryana;Male;3;2;1;0;40;Completed secondary education;2;;;2;;;1,25;41,93730337;49500;18000;6500;Pipeline inside own house;LPG;Solar;70000;0
1505 2;1505;Rewari;Haryana;Male;3;3;2;2;60;Completed secondary education;2;;;2;;;1;38,12482125;45000;15000;10000;Pipeline inside own house;LPG;Solar;800000;60
1505 3;1505;Rewari;Haryana;Male;4;3;0;0;39;Some secondary education;2;;;2;;;2;45,7497855;60000;14000;7000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;194000;80
1505 4;1505;Rewari;Haryana;Male;3;3;1;1;60;Completed secondary education;2;;;1;2;No;1,5;16;35000;7000;3000;Pipeline inside own house;LPG;Solar;200000;75
1505 5;1505;Rewari;Haryana;Male;3;2;1;0;65;Some secondary education;2;;;2;;;1,75;39,6498141;45000;15000;6000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;180000;60
1505 7;1505;Rewari;Haryana;Male;2;2;2;0;63;Some primary education;2;;;2;;;1;12;24000;10000;5000;Pipeline inside own house;Wood;Solar;80000;25
1505 8;1505;Rewari;Haryana;Male;4;3;1;1;48;Completed secondary education;1;2;Don't know yet;1;2;Don't know yet;2;76,24964249;90000;20000;13000;Pipeline inside own house;LPG;Solar;300000;50
1505 9;1505;Rewari;Haryana;Male;2;3;0;0;50;Completed primary education;2;;;2;;;1,5;32;70000;12000;8000;Borewell in residence yard;LPG;Solar;80000;0
1505 11;1505;Rewari;Haryana;Male;2;2;1;0;45;Completed primary education;2;;;2;;;3;114,3744637;90000;15000;18000;Pipeline inside own house;LPG;Solar;200000;0,333333333
1505 12;1505;Rewari;Haryana;Male;2;2;1;1;63;Some secondary education;2;;;2;;;1;38,12482125;41000;10000;0;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;80000;10
1505 13;1505;Rewari;Haryana;Male;2;3;2;0;35;Completed university degree;2;;;2;;;1;20;25000;12000;7000;Pipeline inside own house;Wood;Solar;200000;0
1505 14;1505;Rewari;Haryana;Male;1;3;2;0;45;Some secondary education;2;;;1;2;No;3;13,72493565;15400;8000;6000;Pipeline inside own house;LPG;Solar;65000;0
1505 15;1505;Rewari;Haryana;Male;2;2;2;1;65;Completed secondary education;2;;;2;;;2,5;40;85000;25000;22000;Pipeline inside own house;LPG;Solar;200000;60
1505 16;1505;Rewari;Haryana;Male;3;2;0;1;66;Completed primary education;2;;;2;;;1,75;68,62467824;150000;20000;10000;Pipeline inside own house;Wood;Solar;200000;0
1505 17;1505;Rewari;Haryana;Male;2;2;1;0;52;Completed secondary education;2;;;2;;;2;76,24964249;90000;20000;12000;Pipeline inside own house;LPG;Solar;150000;0
1505 18;1505;Rewari;Haryana;Male;4;1;0;0;50;Completed secondary education;1;1;Yes;1;2;Don't know yet;2,5;60;135000;20000;8000;Pipeline inside own house;LPG;Solar;85000;0
1505 19;1505;Rewari;Haryana;Male;3;2;1;0;50;Some secondary education;2;;;2;;;3;76,24964249;90000;15000;18000;Pipeline inside own house;Wood;Solar;200000;25
1505 21;1505;Rewari;Haryana;Male;3;3;2;2;62;Completed secondary education;2;;;2;;;1;49,56226762;80000;5000;15000;Pipeline inside own house;Wood;Solar;400000;40
1505 22;1505;Rewari;Haryana;Male;4;2;1;1;55;Completed secondary education;2;;;2;;;3;91,49957099;92000;15000;18000;Pipeline inside own house;LPG;Solar;300000;40
1505 23;1505;Rewari;Haryana;Male;1;1;1;1;40;Completed secondary education;2;;;2;;;1;20;45000;8000;5000;Pipeline inside own house;LPG;Solar;200000;50
1506 1;1506;Rewari;Haryana;Male;3;3;0;0;36;Completed university degree;2;;;1;2;No;2;30;61200;15000;7000;Pipeline inside own house;Wood;Solar;120000;0
1506 2;1506;Rewari;Haryana;Male;2;2;1;0;40;Completed secondary education;2;;;1;2;No;3;30;54000;9000;5000;Pipeline inside own house;Wood;Solar;120000;0
1506 3;1506;Rewari;Haryana;Male;3;3;0;0;22;Some secondary education;2;;;2;;;3;22;440000;7000;5000;Pipeline inside own house;Wood;Solar;100000;0
1506 5;1506;Rewari;Haryana;Male;3;2;1;0;46;Completed secondary education;2;;;2;;;2;60,99971399;70400;10000;15000;Pipeline inside own house;LPG;Solar;250000;50
1506 6;1506;Rewari;Haryana;Male;1;1;1;1;50;Completed secondary education;2;;;1;2;Don't know yet;2;40;88000;16000;14000;Borewell in residence yard;LPG;Solar;300000;50
